QuestChainID,QuestID,Checkpoint,BlockSaveGame,IsStationRoomCheckpoint,OnActivate,OnComplete,WaitEventBeforePanel,ActorCenterEventId,FailDistance,Task0,Task0Text,Task0POI,Task1,Task1Text,Task1POI,Task2,Task2Text,Task2POI,Task3,Task3Text,Task3POI,Task4,Task4Text,Task4POI,FailEvent,Timer (seconds),OnEndTimerEvent,RollbackLocationId,DescriptionOverride
SY01Q22,SY01Q22_B,NO_CHECKPOINT,TRUE,FALSE,"LD_02-SY01Q22_B
CS_CUT_SY01Q22_B
MMAUTO_START
MSAE_Fight-Horror
MPAR_Intensity_0",,,,,EV_CC_CUT_SY01Q22_B,[H] - wait for cutscene,,,//,,,//,,,//,,,,,,,,,NONE
SY01Q22,SY01Q22_C,NO_CHECKPOINT,TRUE,FALSE,LD_02-SY01Q22_C,ULD_02-SY01Q22_C,,KO-Whale,150000,EV_DE_TM-WhaleScale_SY01Q22(6),Weaken Ban Krylam by shattering its scales,[SYS_1 TS_SUB-Marianan TS_TM-WhaleScale_SY01Q22],,//,,,//,,,//,,,,,,,,,"The Heka fired the toxin at Ban Krylam, nullifying its defenses. Cubit, the fading capital ship, has it pinned down. Attack its scales to weaken it."
SY01Q22,SY01Q22_D,NO_CHECKPOINT,TRUE,FALSE,"LD_02-SY01Q22_D
MPAR_Intensity_1",ULD_02-SY01Q22_D,,KO-Whale,150000,EV_WO_Wave_SY01Q22_D,Eliminate the threat before it disrupts the Heka's flow,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q22_D],,//,,,//,,,//,,,,,,120.0,,,The Heka is under attack. Defend it to ensure it maintains the toxin stream on Ban Krylam.
SY01Q22,SY01Q22_E,NO_CHECKPOINT,TRUE,FALSE,LD_02-SY01Q22_E,ULD_02-SY01Q22_E,,KO-Whale,150000,EV_DE_TM-WhaleScale_SY01Q22E(6),Tear more scales from Ban Krylam,[SYS_1 TS_SUB-Marianan TS_TM-WhaleScale_SY01Q22E],,//,,,,,,,,,,,,,,,Strip away the Colossus's remaining scales and defend the Heka whenever it comes under attack.
SY01Q22,SY01Q22_F,NO_CHECKPOINT,TRUE,FALSE,"LD_02-SY01Q22_F
MPAR_Intensity_2",ULD_02-SY01Q22_F,,KO-Whale,150000,EV_WO_Wave_SY01Q22_F,Clear the creatures surrounding the Heka,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q22_F],EV_WO_Wave_SY01Q22_F1,Kill all alterized raiders around the Heka,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q22_F1],,,,,,,,,,,180.0,,,NONE
SY01Q22,SY01Q22_G,NO_CHECKPOINT,TRUE,FALSE,LD_02-SY01Q22_G,"ULD_02-SY01Q22_G
MSOE_Fight-Horror
MMAUTO_STOP",,KO-Whale,150000,EV_DE_TM-WhaleScale_SY01Q22G(6),Make Ban Krylam suffer while Homerus overloads the Heka,[SYS_1 TS_SUB-Marianan TS_TM-WhaleScale_SY01Q22G],,,,,,,,,,,,,,,,,NONE
,,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_02-SY01Q22_H
CS_CUT_SY01Q22_H",,,,,EV_CC_CUT_SY01Q22_H,[H] - wait for cutscene,,,,,,,,,,,,,,,,,,//
,,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_QuestTriggerSY01Q22,//,[SYS_1 TS_SUB-Marianan TS_Zone_QuestTriggerSY01Q22],,,,,,,,,,,,,EV_WhaleWin,,,,//
SY01Q22,SY01Q22_L,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_02-SY01Q22_L
CS_CUT_SY01Q22_L","ULD_02-SY01Q22_L
ULD_02-SY01Q22_A
ULD_02-SY01Q22_B",,,,EV_CC_CUT_SY01Q22_L,[H] - wait for cutscene,,,,,,,,,,,,,,,,,,NONE
SY01Q22,SY01Q22_M,NO_CHECKPOINT,FALSE,FALSE,"LD_02-SY01Q22_M
LD_02-SY01Q22_GhostCapital",ULD_02-SY01Q22_M,,,,EV_IC_INT-Armilla_BanKrylam,Retrieve the second Armilla,[SYS_1 TS_SUB-Marianan TS_INT-Armilla_BanKrylam],,//,,,//,,,//,,,,,,,,,NONE
SY01Q22,SY01Q22_N,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q22_N,"Link Cubit, Fading Capital",,,,,,,,,,,,,,,,,,NONE
SY01Q23,SY01Q23_A,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q23_A,,,,,"EV_RP_Wave_SY01Q23_B, EV_RP_Zone_Sy1_SS2_Q23Fight1",Reach the hunting area,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_B,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1",,,Wave_SY01Q23_B,60000,EV_WO_Wave_SY01Q23_B,Collect the first bounty,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_B1,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,,,Wave_SY01Q23_B,60000,EV_IC_INT-MemoryFragment_Faceless00,Examine the neural fragment,[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Faceless00],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_C,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q23_C,,,,,"EV_RP_Zone_Sy1_SS2_Q23Fight2, EV_RP_Wave_SY01Q23_D",Reach the hunting area,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_D],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_D,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1",,,Wave_SY01Q23_D,60000,EV_WO_Wave_SY01Q23_D,Collect the second bounty,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_D],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_D1,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"CR_5000
ULD_02-SY01Q23_C
MSOE_Tension-Soft
MMAUTO_STOP",,Wave_SY01Q23_D,60000,EV_IC_INT-MemoryFragment_Reyton00,Examine the neural fragment,[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Reyton00],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_E,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q23_E,,,,,"EV_RP_Zone_Sy1_SS2_Q23Fight3, EV_RP_Wave_SY01Q23_F",Reach the hunting area,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_F],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_F,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1",,,Wave_SY01Q23_F,60000,EV_WO_Wave_SY01Q23_F,Collect the third bounty,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_F],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_F1,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"CR_5000
ULD_02-SY01Q23_E
MSOE_Tension-Soft
MMAUTO_STOP",,Wave_SY01Q23_F,60000,EV_IC_INT-MemoryFragment_Huty00,Examine the neural fragment,[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Huty00],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_G,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q23_G,,,,,"EV_RP_Zone_Sy1_SS2_Q23Fight4, EV_RP_Wave_SY01Q23_H",Reach the hunting area,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_H],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_H,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1",,,Wave_SY01Q23_H,60000,EV_WO_Wave_SY01Q23_H,Collect the fourth bounty,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_H],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_H1,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"CR_5000
ULD_02-SY01Q23_G
MSOE_Tension-Soft
MMAUTO_STOP",,Wave_SY01Q23_H,60000,EV_IC_INT-MemoryFragment_Tonath00,Examine the neural fragment,[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Tonath00],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_I,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q23_I,,,,,"EV_RP_Zone_Sy1_SS2_Q23Fight5, EV_RP_Wave_SY01Q21_L",Reach the hunting area,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_L],,//,,,//,,,//,,,,,,,,,NONE
SY01Q23,SY01Q23_L,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1",,,Wave_SY01Q23_L,60000,EV_WO_Wave_SY01Q23_L,Collect the fifth bounty,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q23_L],,//,,,//,,,//,,,,,,,,,"You eliminated Sun Lori's targets, discovering they were the original Raider Ones group. Bound to a shared resurrection network, if one returns, they all return. Someone wants them permanently erased. Track down and eliminate the final target, Ubique."
SY01Q23,SY01Q23_L1,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"ULD_02-SY01Q23_I
MSOE_Tension-Soft
MMAUTO_STOP",,Wave_SY01Q23_L,60000,EV_IC_INT-MemoryFragment_Ubique01,Examine the neural fragment,[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Ubique01],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_A0,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-ImperialAntenna_SY01Q24,Connect to the Imperial Node C-2,[SYS_1 TS_SUB-Outpost TS_INT-ImperialAntenna_SY01Q24],,,,,,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_A,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q24_A,,,,,"EV_RP_Wave_SY01Q24_B, EV_RP_Zone_Sy1_SS5_Q24Sphere",Reach the area of the Neterunian spherical monument,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q24_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_B,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_2",ULD_05-SY01Q24_A,,Zone_Sy1_SS5_Q24Sphere,35000,EV_WO_Wave_SY01Q24_B,Kill all creatures,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q24_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_C,NO_CHECKPOINT,TRUE,FALSE,MSAE_Tension-Soft,,,Zone_Sy1_SS5_Q24Sphere,35000,EV_IC_INT-SphereController_SY01Q24_C,Reactivate the first Containment Device,[SYS_1 TS_SUB-Outpost TS_INT-SphereController_SY01Q24_C],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_D,NO_CHECKPOINT,TRUE,FALSE,"LD_05-SY01Q24_D
MSAE_Fight_Carnemolla
MPAR_Intensity_2""",ULD_05-SY01Q24_D,,Zone_Sy1_SS5_Q24Sphere,35000,EV_WO_Wave_SY01Q24_D,Exterminate newborn creatures,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q24_D],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_E,NO_CHECKPOINT,TRUE,FALSE,MSAE_Tension-Soft,,,Zone_Sy1_SS5_Q24Sphere,35000,EV_IC_INT-SphereController_SY01Q24_E,Reactivate the second Containment Device,[SYS_1 TS_SUB-Outpost TS_INT-SphereController_SY01Q24_E],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_F,NO_CHECKPOINT,TRUE,FALSE,"LD_05-SY01Q24_F
MSAE_Fight_Carnemolla
MPAR_Intensity_2""",ULD_05-SY01Q24_F,,Zone_Sy1_SS5_Q24Sphere,35000,EV_WO_Wave_SY01Q24_F,Exterminate newborn creatures,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q24_F],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_G,NO_CHECKPOINT,TRUE,FALSE,MSAE_Tension-Soft,,,Zone_Sy1_SS5_Q24Sphere,35000,EV_IC_INT-SphereController_SY01Q24_G,Reactivate the third Containment Device,[SYS_1 TS_SUB-Outpost TS_INT-SphereController_SY01Q24_G],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_H,NO_CHECKPOINT,TRUE,FALSE,"LD_05-SY01Q24_H
MSAE_Fight_Carnemolla
MPAR_Intensity_2""",ULD_05-SY01Q24_H,,Zone_Sy1_SS5_Q24Sphere,35000,EV_WO_Wave_SY01Q24_H,Exterminate newborn creatures,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q24_H],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_I,NO_CHECKPOINT,TRUE,FALSE,MSAE_Tension-Soft,,,Zone_Sy1_SS5_Q24Sphere,35000,EV_IC_INT-SphereController_SY01Q24_M,Reactivate the fourth Containment Device,[SYS_1 TS_SUB-Outpost TS_INT-SphereController_SY01Q24_M],,//,,,//,,,//,,,,,,,,,NONE
SY01Q24,SY01Q24_L,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_05-SY01Q24_L
MSAE_Fight_Carnemolla
MPAR_Intensity_2""","ULD_05-SY01Q24_L
MSOE_Fight_Carnemolla
MMAUTO_STOP",,Zone_Sy1_SS5_Q24Sphere,35000,EV_WO_Wave_SY01Q24_L,Exterminate newborn creatures,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q24_L],,//,,,//,,,//,,,,,,,,,NONE
SY01Q25,SY01Q25_A,NO_CHECKPOINT,FALSE,FALSE,LD_03-SY01Q25_A,ULD_03-SY01Q25_A,,,,EV_RP_Zone_Sy1_Ss2_SP_Atom,Reach the Battery Plant area,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SP_Atom],,//,,,//,,,//,,,,,,,,,NONE
SY01Q25,SY01Q25_A1,NO_CHECKPOINT,TRUE,FALSE,LD_03-AtomEnemies,,,SP_Ts_Atom,34000,EV_EGE_ENEG-SY01Q25_A1,Kill the Batiki,[SYS_1 TS_SUB-TheCore TS_ENEG-SY01Q25_A1],,//,,,//,,,//,,,,,,,,,NONE
SY01Q25,SY01Q25_B,NO_CHECKPOINT,TRUE,FALSE,LD_03-SY01Q25_B,ULD_03-SY01Q25_B,,SP_Ts_Atom,34000,EV_WO_Wave_SY01Q25_B,Kill Ubique,[SYS_1 TS_SUB-TheCore TS_Wave_SY01Q25_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q25,SY01Q25_B1,NO_CHECKPOINT,TRUE,FALSE,,,,SP_Ts_Atom,34000,EV_DC_TST_SY01Q25_B1,,,,//,,,//,,,//,,,,,,,,,NONE
SY01Q25,SY01Q25_C,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_03-AtomEnemies,,SP_Ts_Atom,34000,EV_IC_INT-AtomSwitch(15),Find the Power Triggers to reactivate the Atoms,[SYS_1 TS_SUB-TheCore TS_INT-AtomSwitch],,//,,,//,,,//,,,,,,,,,"You've successfully defended the Battery Plant against a wave of Batiki and an erratic raider, Ubique. Now, breach the facility and bring it back online. Use your scanner to locate and activate all Power Triggers."
SY01Q26,SY01Q26_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_IC_INT-ImperialConsole_SY01Q26,Connect to the Control Console to access area data,[SYS_1 TS_SUB-TheCore TS_INT-ImperialConsole_SY01Q26],,//,,,//,,,//,,,,,,,,,NONE
SY01Q26,SY01Q26_B,NO_CHECKPOINT,FALSE,FALSE,LD_03-MemoryMorgana,ULD_03-MemoryMorgana,,,,EV_IC_INT-MemoryFragment_EWas04,Locate and examine the source of disturbance near the Containment Field Generator,"[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SP_Morgana]
[SYS_1 TS_SUB-TheCore TS_INT-MemoryFragment_EWas04]",,//,,,//,,,//,,,,,,,,,NONE
SY01Q26,SY01Q26_C,NO_CHECKPOINT,TRUE,FALSE,LD_03-SY01Q26_C,,,Wave_SY01Q26_C,35000,EV_WO_Wave_SY01Q26_C,Kill out-of-control E-Was Raiders,[SYS_1 TS_SUB-TheCore TS_Wave_SY01Q26_C],,//,,,//,,,//,,,,,,,,,You trace the anomaly to a neural fragment of an E-Was Raider. Examining it triggers an attack from active E-Was.
SY01Q26,SY01Q26_D,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_03-SY01Q26_C,,Wave_SY01Q26_C,35000,EV_IC_INT-MemoryFragment_EWas01,Examine the neural fragment,[SYS_1 TS_SUB-TheCore TS_INT-MemoryFragment_EWas01],,//,,,//,,,//,,,,,,,,,NONE
SY01Q27,SY01Q27_A,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY01Q27_A,,,,,EV_IC_INT-ZanionButt_SY01Q27(6),Locate and harvest husks from the Zanion nests in the Marianan area,"[SYS_1 TS_SUB-Marianan TS_Zone_SY01Q27_ZanionNest]
[SYS_1 TS_SUB-Marianan TS_INT-ZanionButt_SY01Q27]",,//,,,//,,,//,,,,,,,,Marianan-Station,NONE
SY01Q27,SY01Q27_B,CHECKPOINT_ALWAYS,FALSE,FALSE,,ULD_02-SY01Q27_A,,,,EV_IC_INT-ImperialRelay_SY01Q27,Connect to the Imperial Relay to transmit the data on the husks,[SYS_1 TS_SUB-Marianan TS_INT-ImperialRelay_SY01Q27],,//,,,//,,,//,,,,,,,,,NONE
SY01Q28,SY01Q28_A,CHECKPOINT_SAFE,FALSE,FALSE,LD_05-SY01Q28_A,,,,,EV_IC_INT-ZanionButt_SY01Q28(6),Locate and harvest husks from the Zanion nests in the Outpost area,"[SYS_1 TS_SUB-Outpost  TS_Zone_SY01Q28_ZanionNest]
[SYS_1 TS_SUB-Outpost  TS_INT-ZanionButt_SY01Q28]",,//,,,//,,,//,,,,,,,,Outpost-Station,NONE
SY01Q28,SY01Q28_B,CHECKPOINT_ALWAYS,FALSE,FALSE,,ULD_05-SY01Q28_A,,,,EV_IC_INT-ImperialRelay_SY01Q28,Connect to the Imperial Relay to transmit the data on the husks,[SYS_1 TS_SUB-Outpost TS_INT-ImperialRelay_SY01Q28],,//,,,//,,,//,,,,,,,,,NONE
SY01Q29,SY01Q29_A0,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-ImperialAntenna_SY01Q29,Connect to the Imperial Node C-3,[SYS_1 TS_SUB-AsteroidWay TS_INT-ImperialAntenna_SY01Q29],,,,,,,,//,,,,,,,,,NONE
SY01Q29,SY01Q29_A,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY01Q29_A,,,,,EV_RP_Wave_SY01Q29_B,Go to the Zanion Nest in the Guild Stands area,[SYS_1 TS_SUB-AsteroidWay TS_Wave_SY01Q29_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q29,SY01Q29_B,CHECKPOINT_SAFE,TRUE,FALSE,,ULD_04-SY01Q29_A,,Wave_SY01Q29_B,40000,EV_WO_Wave_SY01Q29_B,Clean Up,[SYS_1 TS_SUB-AsteroidWay TS_Wave_SY01Q29_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q30,SY01Q30_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_SY01Q30_MonitoringSector,Reach the Outpost Monitoring Sector,[SYS_1 TS_SUB-Outpost TS_Zone_SY01Q30_MonitoringSector],,//,,,//,,,//,,,,,,,,,NONE
SY01Q30,SY01Q30_B,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-Switcher_SY01Q30A,Bring Sensor Node Grid O-I online,[SYS_1 TS_SUB-Outpost TS_INT-Switcher_SY01Q30A],EV_IC_INT-Switcher_SY01Q30B,Bring Sensor Node Grid O-II online,[SYS_1 TS_SUB-Outpost TS_INT-Switcher_SY01Q30B],EV_IC_INT-Switcher_SY01Q30C,Bring Sensor Node Grid O-III online,[SYS_1 TS_SUB-Outpost TS_INT-Switcher_SY01Q30C],,//,,,,,,,,,NONE
SY01Q30,SY01Q30_C,NO_CHECKPOINT,TRUE,FALSE,"LD_05-SY01Q30_C
CS_CUT_SY01Q30_C
MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_0",,,,,EV_CC_CUT_SY01Q30_C,,,,//,,,//,,,//,,,,,,,,,NONE
SY01Q30,SY01Q30_D,CHECKPOINT_ALWAYS,TRUE,FALSE,MPAR_Intensity_2,"ULD_05-SY01Q30_C
ULD_05-SY01Q30_A
MSOE_Fight_Carnemolla
MMAUTO_STOP",,EN-BountyH,40000,EV_DE_EN-BountyH,Destroy H's capital ship,,EV_WO_Wave_SY01Q30_C,Kill all bounty hunters,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q30_C],,//,,,//,,,,,,,,,"The Monitoring Sector malfunction was a trap set by a bounty hunter named H, a rival of J's who wants you dead. Eliminate him."
SY01Q31,SY01Q31_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_IC_INT-ImperialAntenna_SY01Q31,Connect to the Imperial Node F-1,[SYS_1 TS_SUB-TheCore TS_INT-ImperialAntenna_SY01Q31],,//,,,//,,,//,,,,,,,,,NONE
SY01Q31,SY01Q31_B,NO_CHECKPOINT,FALSE,FALSE,LD_03-SY01Q31_B,,,,,EV_RP_Zone_QuestTriggerSY01Q31,Reach Glint Belt,[SYS_1 TS_SUB-TheCore TS_Zone_QuestTriggerSY01Q31],,//,,,//,,,//,,,,,,,,,NONE
SY01Q31,SY01Q31_C,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_03-SY01Q31_B,,Zone_QuestTriggerSY01Q31,40000,EV_DE_Turret-SY01Q31(12),Find and terminate area neural turrets,[SYS_1 TS_SUB-TheCore TS_Zone_QuestTriggerSY01Q31],,//,,,//,,,//,,,,,,,,,NONE
SY01Q32,SY01Q32_A0,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_SUB-Marianan,Return to the Core and intercept Ban Hudel,[SYS_4 TS_SUB-Ruins TS_GA_Neseref_RuinsCore],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q32,SY01Q32_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_SUB-AsteroidWay,Return to Guild Stands,[SYS_1 TS_SUB-AsteroidWay],,//,,,//,,,//,,,,,,,,,NONE
SY01Q32,SY01Q32_A1,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_04-SY01Q32_A1,,,,,EV_RP_Zone_QuestTriggerSY01Q32A1,Use sonic matter at Neseref Junction to draw Ban Hudel,[SYS_1 TS_SUB-AsteroidWay TS_Zone_QuestTriggerSY01Q32A1],,//,,,//,,,,,,,,,,,,NONE
SY01Q32,SY01Q32_A2,NO_CHECKPOINT,FALSE,FALSE,,ULD_04-SY01Q32_A1,,,,EV_DMG_TM-NeserefJunctionA,Shoot sonic matter at the Henu Junction,[SYS_1 TS_SUB-AsteroidWay TS_TM-NeserefJunctionA],EV_DMG_TM-NeserefJunctionB,Shoot sonic matter at the Heb Junction,[SYS_1 TS_SUB-AsteroidWay TS_TM-NeserefJunctionB],EV_DMG_TM-NeserefJunctionC,Shoot sonic matter at the Henet Junction,[SYS_1 TS_SUB-AsteroidWay TS_TM-NeserefJunctionC],,,,,,,,,,,NONE
SY01Q32,SY01Q32_B,NO_CHECKPOINT,TRUE,FALSE,"LD_04-SY01Q32_B
CS_CUT_Boss_Snake_Arrive
MMAUTO_START
MSAE_Fight-Movement-Neterunian
MPAR_Intensity_0",,,,,EV_CC_CUT_Boss_Snake_Arrive,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q32,SY01Q32_C,CHECKPOINT_ALWAYS,TRUE,FALSE,MPAR_Intensity_2,"MSOE_Fight-Movement-Neterunian
MMAUTO_STOP",,KO-Snake,150000,EV_DE_KO-Snake,Kill Ban Hudel,,,//,,,//,,,,,,,,,,,,Slay Ban Hudel by striking its weak points.
SY01Q33,SY01Q33_A,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_04-SY01Q33_A,ULD_04-SY01Q33_A,,,,EV_IC_INT-Armilla_BanHudel,Take the Armilla,[SYS_1 TS_SUB-AsteroidWay TS_INT-Armilla_BanHudel],,//,,,//,,,//,,,,,,,,,NONE
SY01Q34,SY01Q34_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_DMG_TM-NeserefInducer_CoreRuins,Activate the Neseref with a sonic matter weapon,[SYS_1 TS_SUB-Marianan TM-NeserefInducer_CoreRuins],,//,,,//,,,,,,,,,,,,NONE
SY01Q34,SY01Q34_B,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_EG_GA_Neseref_CoreRuins,Explore the Neterunian Ruins,[SYS_1 TS_SUB-Marianan TS_GA_Neseref_CoreRuins],,//,,,//,,,,,,,,,,,,NONE
SY01Q35,SY01Q35_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_EXG_SG-Ulawun,Use the Neseref to travel to Marianan,[SYS_1 TS_SUB-Outpost],,//,,,//,,,,,,,,,,,,NONE
SY01Q35,SY01Q35_B,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q35_B,Consult Homerus,,,//,,,//,,,,,,,,,,,,NONE
SY01Q35,SY01Q35_C,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_QuestTriggerSY01Q35C,Resolve sonic matter misuse violation,[SYS_1 TS_SUB-Outpost TS_Zone_QuestTriggerSY01Q35C],,//,,,//,,,,,,,,,,,,"You used sonic matter to reactivate Neterunian technology, employing a contraband weapon. The Human Empire, represented by Old Joe, demands you answer for the violation."
SY01Q35,SY01Q35_C1,NO_CHECKPOINT,TRUE,FALSE,"LD_05-SY01Q35_D
MMAUTO_START
MSAE_FightTurretsLimbo",,,Zone_QuestTriggerSY01Q35C,60000,EV_DC_TST_SY01Q35_C1,Link Old Joe,,,,,,,,,,,,,,,,,,
SY01Q35,SY01Q35_D,CHECKPOINT_ALWAYS,TRUE,FALSE,MPAR_Intensity_1,"ULD_05-SY01Q35_D
MSOE_FightTurretsLimbo
MMAUTO_STOP",,Zone_QuestTriggerSY01Q35C,60000,EV_DE_EN-JammerCapital,Obliterate J's first capital,,EV_DE_EN-JammerCapitalB,Obliterate J's second capital,,EV_DE_EN-BadOldJoe,Obliterate Old Joe's capital,,,,,,,,,,,,NONE
SY01Q35,SY01Q35_E,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q35_E,,,,,EV_RP_INT-MemoryFragment_Jammer03,Approach J’s neural fragment,[SYS_1 TS_SUB-Outpost TS_INT-MemoryFragment_Jammer03],,,,,,,,,,,,,,,,,"You have slain Old Joe and J once and for all, creating a power vacuum in the colonies of this galaxy. Take J's neural fragment and seek the truth about your bond."
SY01Q35,SY01Q35_F,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_05-SY01Q35_E,,,,EV_IC_INT-MemoryFragment_Jammer03,Extract J’s final memory,[SYS_1 TS_SUB-Outpost TS_INT-MemoryFragment_Jammer03],,,,,,,,,,,,,,,,,NONE
